"id","user_id","checked_in","checked_out","attendance_type","sign_in_status"
"1","1","2024-06-09 03:21:41","2024-06-09 03:22:55","Member","signedOut"
"2","1","2024-06-09 03:22:37","2024-06-09 03:22:55","Member","signedOut"
"3","1","2024-06-17 19:29:36","2024-06-17 19:29:54","Member","signedOut"
"4","1","2024-07-02 15:20:42","2024-07-02 15:21:00","Member","signedOut"
"5","7","2024-07-02 15:20:55","2024-07-02 15:21:03","Member","signedOut"
"6","23","2024-07-09 12:56:50","2024-07-09 19:44:32","Member","signedOut"
"7","23","2024-07-09 12:56:52","2024-07-09 19:44:32","Member","signedOut"
"8","102","2024-07-09 12:57:51","2024-07-09 19:44:34","Member","signedOut"
"9","102","2024-07-09 12:57:52","2024-07-09 19:44:34","Member","signedOut"
"10","102","2024-07-09 12:57:52","2024-07-09 19:44:34","Member","signedOut"
"11","2","2024-07-29 10:53:45","2024-07-29 16:12:00","Member","signedOut"
"12","102","2024-08-12 10:57:16","2024-08-12 16:55:01","Member","signedOut"
"13","69","2024-08-12 10:58:43","2024-08-12 16:47:37","Member","signedOut"
"14","1","2024-08-12 14:18:54","2024-08-12 16:59:48","Member","signedOut"
"15","26","2024-08-12 16:19:01","2024-08-12 16:59:50","Member","signedOut"
"16","1","2024-08-13 09:30:39","2024-08-13 17:13:17","Member","signedOut"
"17","69","2024-08-13 11:11:07","2024-08-13 17:10:58","Member","signedOut"
"18","44","2024-08-13 12:26:32","2024-08-13 17:10:33","Member","signedOut"
"19","7","2024-08-13 13:57:44","2024-08-13 17:10:52","Member","signedOut"
"20","21","2024-08-13 15:20:25","2024-08-13 17:10:50","Member","signedOut"
"21","6","2024-08-13 15:20:59","2024-08-13 17:10:55","Member","signedOut"
"22","34","2024-08-13 15:21:28","2024-08-13 15:28:07","Member","signedOut"
"23","108","2024-08-13 15:33:48","2024-08-13 17:11:36","Member","signedOut"
"24","87","2024-08-13 15:36:12","2024-08-13 17:10:45","Member","signedOut"
"25","109","2024-08-13 15:38:20","2024-08-13 17:09:51","Member","signedOut"
"26","110","2024-08-13 15:40:25","2024-08-13 17:09:53","Member","signedOut"
"27","23","2024-08-13 15:42:07","2024-08-13 17:10:36","Member","signedOut"
"28","27","2024-08-13 15:51:41","2024-08-13 17:10:32","Member","signedOut"
"29","1","2024-08-14 09:42:22","2024-08-14 16:29:28","Member","signedOut"
"30","111","2024-08-14 13:31:39","2024-08-14 16:07:34","Member","signedOut"
"31","108","2024-08-14 13:34:49","2024-08-14 16:09:45","Member","signedOut"
"32","87","2024-08-14 13:47:36","2024-08-14 16:09:45","Member","signedOut"
"33","69","2024-08-14 13:58:00","2024-08-14 16:05:03","Member","signedOut"
"34","23","2024-08-14 13:58:18","2024-08-14 16:07:55","Member","signedOut"
"35","2","2024-08-14 13:59:35","2024-08-14 16:01:57","Member","signedOut"
"36","68","2024-08-14 14:01:10","2024-08-14 16:02:39","Member","signedOut"
"37","68","2024-08-14 14:01:10","2024-08-14 16:02:39","Member","signedOut"
"38","102","2024-08-14 14:01:48","2024-08-14 16:02:27","Member","signedOut"
"39","67","2024-08-14 15:17:00","2024-08-14 16:29:35","Member","signedOut"
"40","58","2024-08-14 15:18:05","2024-08-14 16:29:32","Member","signedOut"
"41","112","2024-08-14 15:21:15","2024-08-14 16:09:48","Member","signedOut"
"42","113","2024-08-14 15:29:43","2024-08-14 16:29:38","Member","signedOut"
"43","8","2024-08-14 15:33:13","2024-08-14 16:08:15","Member","signedOut"
"44","63","2024-08-14 15:35:08","2024-08-14 16:08:11","Member","signedOut"
"45","63","2024-08-14 15:35:08","2024-08-14 16:08:11","Member","signedOut"
"46","63","2024-08-14 15:35:08","2024-08-14 16:08:11","Member","signedOut"
"47","63","2024-08-14 15:35:08","2024-08-14 16:08:11","Member","signedOut"
"48","63","2024-08-14 15:35:08","2024-08-14 16:08:11","Member","signedOut"
"49","63","2024-08-14 15:35:09","2024-08-14 16:08:11","Member","signedOut"
"50","64","2024-08-14 15:49:08","2024-08-14 16:08:12","Member","signedOut"
"51","64","2024-08-14 15:49:10","2024-08-14 16:08:12","Member","signedOut"
"52","1","2024-08-15 10:03:33","2024-08-15 17:00:31","Member","signedOut"
"53","112","2024-08-15 12:22:40","2024-08-15 17:00:29","Member","signedOut"
"54","112","2024-08-15 12:22:40","2024-08-15 17:00:29","Member","signedOut"
"55","108","2024-08-15 12:24:50","2024-08-15 17:00:28","Member","signedOut"
"56","64","2024-08-15 15:10:32","2024-08-15 17:00:26","Member","signedOut"
"57","35","2024-08-15 15:11:05","2024-08-15 17:00:25","Member","signedOut"
"58","8","2024-08-15 15:45:50","2024-08-15 17:00:14","Member","signedOut"
"59","11","2024-08-15 15:46:26","2024-08-15 17:00:22","Member","signedOut"
"60","11","2024-08-15 15:46:27","2024-08-15 17:00:22","Member","signedOut"
"61","9","2024-08-15 15:47:14","2024-08-15 17:00:17","Member","signedOut"
"62","9","2024-08-15 15:47:15","2024-08-15 17:00:17","Member","signedOut"
"63","6","2024-08-15 15:50:13","2024-08-15 17:00:11","Member","signedOut"
"64","6","2024-08-15 15:50:14","2024-08-15 17:00:11","Member","signedOut"
"65","1","2024-08-16 10:10:15","2024-08-16 17:07:12","Member","signedOut"
"66","108","2024-08-16 13:00:51","2024-08-16 16:48:41","Member","signedOut"
"67","108","2024-08-16 13:00:51","2024-08-16 16:48:41","Member","signedOut"
"68","108","2024-08-16 13:00:52","2024-08-16 16:48:41","Member","signedOut"
"69","9","2024-08-16 13:01:33","2024-08-16 16:51:51","Member","signedOut"
"70","8","2024-08-16 13:02:55","2024-08-16 16:51:55","Member","signedOut"
"71","7","2024-08-16 13:08:06","2024-08-16 17:06:22","Member","signedOut"
"72","7","2024-08-16 13:08:07","2024-08-16 17:06:22","Member","signedOut"
"73","7","2024-08-16 13:08:07","2024-08-16 17:06:22","Member","signedOut"
"74","72","2024-08-16 13:25:28","2024-08-16 15:05:06","Member","signedOut"
"75","67","2024-08-16 13:39:25","2024-08-16 17:04:07","Member","signedOut"
"76","58","2024-08-16 13:42:02","2024-08-16 17:06:15","Member","signedOut"
"77","58","2024-08-16 13:42:03","2024-08-16 17:06:15","Member","signedOut"
"78","113","2024-08-16 13:56:21","2024-08-16 17:04:10","Member","signedOut"
"79","72","2024-08-16 13:57:28","2024-08-16 15:05:06","Member","signedOut"
"80","34","2024-08-16 14:02:29","2024-08-16 16:16:36","Member","signedOut"
"81","111","2024-08-16 14:04:58","2024-08-16 16:48:45","Member","signedOut"
"82","111","2024-08-16 14:04:58","2024-08-16 16:48:45","Member","signedOut"
"83","111","2024-08-16 14:04:58","2024-08-16 16:48:45","Member","signedOut"
"84","111","2024-08-16 14:04:58","2024-08-16 16:48:45","Member","signedOut"
"85","111","2024-08-16 14:04:59","2024-08-16 16:48:45","Member","signedOut"
"86","111","2024-08-16 14:04:59","2024-08-16 16:48:45","Member","signedOut"
"87","111","2024-08-16 14:04:59","2024-08-16 16:48:45","Member","signedOut"
"88","111","2024-08-16 14:04:59","2024-08-16 16:48:45","Member","signedOut"
"89","111","2024-08-16 14:04:59","2024-08-16 16:48:45","Member","signedOut"
"90","111","2024-08-16 14:04:59","2024-08-16 16:48:45","Member","signedOut"
"91","111","2024-08-16 14:04:59","2024-08-16 16:48:45","Member","signedOut"
"92","111","2024-08-16 14:05:00","2024-08-16 16:48:45","Member","signedOut"
"93","111","2024-08-16 14:05:00","2024-08-16 16:48:45","Member","signedOut"
"94","111","2024-08-16 14:05:00","2024-08-16 16:48:45","Member","signedOut"
"95","64","2024-08-16 14:11:29","2024-08-16 16:51:28","Member","signedOut"
"96","64","2024-08-16 14:11:29","2024-08-16 16:51:28","Member","signedOut"
"97","64","2024-08-16 14:11:29","2024-08-16 16:51:28","Member","signedOut"
"98","43","2024-08-16 14:20:15","2024-08-16 16:48:11","Member","signedOut"
"99","43","2024-08-16 14:20:16","2024-08-16 16:48:11","Member","signedOut"
"100","35","2024-08-16 14:49:07","2024-08-16 16:50:44","Member","signedOut"
"101","8","2024-08-16 14:49:28","2024-08-16 16:51:55","Member","signedOut"
"102","60","2024-08-16 15:15:57","2024-08-16 17:07:40","Member","signedOut"
"103","54","2024-08-16 15:22:58","2024-08-16 16:46:17","Member","signedOut"
"104","98","2024-08-16 15:25:22","2024-08-16 16:48:39","Member","signedOut"
"105","98","2024-08-16 15:25:22","2024-08-16 16:48:39","Member","signedOut"
"106","88","2024-08-16 15:26:34","2024-08-16 16:49:39","Member","signedOut"
"107","114","2024-08-16 15:34:07","2024-08-16 17:04:14","Member","signedOut"
"108","115","2024-08-16 15:36:25","2024-08-16 16:46:53","Member","signedOut"
"109","30","2024-08-16 15:56:31","2024-08-16 16:54:22","Member","signedOut"
"110","1","2024-08-19 11:10:39","2024-08-19 17:03:39","Member","signedOut"
"111","12","2024-08-19 13:00:45","2024-08-19 16:52:25","Member","signedOut"
"112","12","2024-08-19 13:00:46","2024-08-19 16:52:25","Member","signedOut"
"113","111","2024-08-19 13:01:43","2024-08-19 16:52:21","Member","signedOut"
"114","76","2024-08-19 13:25:49","2024-08-19 16:52:19","Member","signedOut"
"115","76","2024-08-19 13:25:49","2024-08-19 16:52:19","Member","signedOut"
"116","21","2024-08-19 14:01:48","2024-08-19 16:52:16","Member","signedOut"
"117","118","2024-08-19 14:21:47","2024-08-19 15:52:16","Member","signedOut"
"118","14","2024-08-19 14:46:26","2024-08-19 16:52:16","Member","signedOut"
"119","7","2024-08-19 15:16:14","2024-08-19 16:54:30","Member","signedOut"
"120","119","2024-08-19 15:23:28","2024-08-19 16:02:33","Member","signedOut"
"121","120","2024-08-19 15:24:57","2024-08-19 15:47:58","Member","signedOut"
"122","120","2024-08-19 15:25:12","2024-08-19 15:47:58","Member","signedOut"
"123","121","2024-08-19 15:27:25","2024-08-19 15:52:22","Member","signedOut"
"124","113","2024-08-19 15:30:41","2024-08-19 16:52:23","Member","signedOut"
"125","114","2024-08-19 16:00:39","2024-08-19 16:52:24","Member","signedOut"
"126","114","2024-08-19 16:00:40","2024-08-19 16:52:24","Member","signedOut"
"127","88","2024-08-19 16:01:56","2024-08-19 16:52:20","Member","signedOut"
"128","104","2024-08-19 16:05:04","2024-08-19 16:51:44","Member","signedOut"
"129","122","2024-08-19 16:07:45","2024-08-19 16:52:45","Member","signedOut"
"130","89","2024-08-19 16:24:47","2024-08-19 16:52:20","Member","signedOut"
"131","1","2024-08-20 10:02:27","2024-08-20 17:13:42","Member","signedOut"
"132","123","2024-08-20 12:44:27","2024-08-20 17:13:35","Member","signedOut"
"133","89","2024-08-20 14:23:37","2024-08-20 17:08:16","Member","signedOut"
"134","114","2024-08-20 15:40:08","2024-08-20 17:08:04","Member","signedOut"
"135","114","2024-08-20 15:40:09","2024-08-20 17:08:04","Member","signedOut"
"136","14","2024-08-20 15:41:32","2024-08-20 16:34:02","Member","signedOut"
"137","14","2024-08-20 15:41:33","2024-08-20 16:34:02","Member","signedOut"
"138","88","2024-08-20 15:42:23","2024-08-20 17:08:29","Member","signedOut"
"139","88","2024-08-20 15:42:23","2024-08-20 17:08:29","Member","signedOut"
"140","88","2024-08-20 15:42:25","2024-08-20 17:08:29","Member","signedOut"
"141","8","2024-08-20 15:47:08","2024-08-20 16:34:01","Member","signedOut"
"142","11","2024-08-20 15:48:39","2024-08-20 16:33:19","Member","signedOut"
"143","124","2024-08-20 16:09:47","2024-08-20 17:09:07","Member","signedOut"
"144","104","2024-08-20 16:17:16","2024-08-20 17:13:39","Member","signedOut"
"145","104","2024-08-20 16:17:17","2024-08-20 17:13:39","Member","signedOut"
"146","1","2024-08-21 09:40:17","2024-08-21 17:16:12","Member","signedOut"
"147","123","2024-08-21 12:43:58","2024-08-21 15:43:12","Member","signedOut"
"148","44","2024-08-21 13:14:39","2024-08-21 16:46:25","Member","signedOut"
"149","87","2024-08-21 13:16:47","2024-08-21 16:46:22","Member","signedOut"
"150","60","2024-08-21 13:17:04","2024-08-21 16:46:24","Member","signedOut"
"151","14","2024-08-21 14:57:31","2024-08-21 16:46:29","Member","signedOut"
"152","35","2024-08-21 15:03:24","2024-08-21 16:28:03","Member","signedOut"
"153","58","2024-08-21 15:17:12","2024-08-21 16:46:24","Member","signedOut"
"154","125","2024-08-21 15:19:31","2024-08-21 16:47:23","Member","signedOut"
"155","126","2024-08-21 15:21:10","2024-08-21 16:31:08","Member","signedOut"
"156","12","2024-08-21 15:21:39","2024-08-21 16:26:55","Member","signedOut"
"157","72","2024-08-21 15:24:30","2024-08-21 15:27:17","Member","signedOut"
"158","114","2024-08-21 15:25:39","2024-08-21 16:29:06","Member","signedOut"
"159","114","2024-08-21 15:27:40","2024-08-21 16:29:06","Member","signedOut"
"160","7","2024-08-21 15:29:08","2024-08-21 16:46:29","Member","signedOut"
"161","6","2024-08-21 15:33:10","2024-08-21 17:01:44","Member","signedOut"
"162","116","2024-08-21 15:34:11","2024-08-21 15:43:16","Member","signedOut"
"163","88","2024-08-21 15:38:37","2024-08-21 16:31:46","Member","signedOut"
"164","88","2024-08-21 15:38:37","2024-08-21 16:31:46","Member","signedOut"
"165","117","2024-08-21 15:49:46","2024-08-21 16:31:11","Member","signedOut"
"166","111","2024-08-21 15:50:41","2024-08-21 16:46:05","Member","signedOut"
"167","8","2024-08-21 15:53:20","2024-08-21 16:26:44","Member","signedOut"
"168","11","2024-08-21 15:53:40","2024-08-21 16:26:50","Member","signedOut"
"169","127","2024-08-21 16:02:17","2024-08-21 16:45:44","Member","signedOut"
"170","104","2024-08-21 16:26:23","2024-08-21 16:44:15","Member","signedOut"
"171","125","2024-08-21 16:47:18","2024-08-21 16:47:23","Member","signedOut"
"172","1","2024-08-22 09:25:49","2024-08-22 17:00:35","Member","signedOut"
"173","25","2024-08-22 09:29:55","2024-08-22 13:13:26","Member","signedOut"
"174","60","2024-08-22 13:05:22","2024-08-22 16:22:17","Member","signedOut"
"175","123","2024-08-22 13:06:37","2024-08-22 15:35:55","Member","signedOut"
"176","120","2024-08-22 13:42:30","2024-08-22 14:42:16","Member","signedOut"
"177","120","2024-08-22 13:42:30","2024-08-22 14:42:16","Member","signedOut"
"178","120","2024-08-22 13:42:30","2024-08-22 14:42:16","Member","signedOut"
"179","120","2024-08-22 13:42:30","2024-08-22 14:42:16","Member","signedOut"
"180","120","2024-08-22 13:42:30","2024-08-22 14:42:16","Member","signedOut"
"181","120","2024-08-22 13:42:30","2024-08-22 14:42:16","Member","signedOut"
"182","128","2024-08-22 13:43:54","2024-08-22 14:42:36","Member","signedOut"
"183","129","2024-08-22 13:46:35","2024-08-22 14:42:40","Member","signedOut"
"184","7","2024-08-22 14:28:23","2024-08-22 16:47:11","Member","signedOut"
"185","7","2024-08-22 14:28:23","2024-08-22 16:47:11","Member","signedOut"
"186","7","2024-08-22 14:28:24","2024-08-22 16:47:11","Member","signedOut"
"187","7","2024-08-22 14:28:25","2024-08-22 16:47:11","Member","signedOut"
"188","35","2024-08-22 14:41:31","2024-08-22 17:00:27","Member","signedOut"
"189","36","2024-08-22 14:43:23","2024-08-22 17:00:25","Member","signedOut"
"190","116","2024-08-22 15:07:17","2024-08-22 17:00:13","Member","signedOut"
"191","117","2024-08-22 15:07:46","2024-08-22 17:00:10","Member","signedOut"
"192","117","2024-08-22 15:07:47","2024-08-22 17:00:10","Member","signedOut"
"193","98","2024-08-22 15:11:30","2024-08-22 17:00:17","Member","signedOut"
"194","14","2024-08-22 15:12:16","2024-08-22 17:00:34","Member","signedOut"
"195","14","2024-08-22 15:12:17","2024-08-22 17:00:34","Member","signedOut"
"196","58","2024-08-22 15:15:21","2024-08-22 17:00:20","Member","signedOut"
"197","126","2024-08-22 15:34:40","2024-08-22 17:00:40","Member","signedOut"
"198","114","2024-08-22 15:35:37","2024-08-22 16:58:14","Member","signedOut"
"199","125","2024-08-22 16:22:04","2024-08-22 17:00:37","Member","signedOut"
"200","1","2024-08-23 09:07:27","2024-08-23 17:38:54","Member","signedOut"
"201","102","2024-08-23 09:09:22","2024-08-23 17:38:33","Member","signedOut"
"202","102","2024-08-23 09:09:22","2024-08-23 17:38:33","Member","signedOut"
"203","103","2024-08-23 13:10:57","2024-08-23 17:38:36","Member","signedOut"
"204","130","2024-08-23 13:12:52","2024-08-23 17:38:50","Member","signedOut"
"205","104","2024-08-23 13:16:57","2024-08-23 17:38:39","Member","signedOut"
"206","29","2024-08-23 13:28:02","2024-08-23 17:38:05","Member","signedOut"
"207","98","2024-08-23 13:29:03","2024-08-23 17:38:32","Member","signedOut"
"208","14","2024-08-23 13:29:51","2024-08-23 17:38:48","Member","signedOut"
"209","43","2024-08-23 13:54:45","2024-08-23 17:38:18","Member","signedOut"
"210","60","2024-08-23 13:56:14","2024-08-23 17:09:02","Member","signedOut"
"211","60","2024-08-23 13:56:15","2024-08-23 17:09:02","Member","signedOut"
"212","54","2024-08-23 13:57:16","2024-08-23 17:38:21","Member","signedOut"
"213","42","2024-08-23 13:59:50","2024-08-23 17:38:45","Member","signedOut"
"214","36","2024-08-23 14:00:28","2024-08-23 17:38:15","Member","signedOut"
"215","21","2024-08-23 14:05:27","2024-08-23 17:38:46","Member","signedOut"
"216","127","2024-08-23 14:19:11","2024-08-23 17:38:44","Member","signedOut"
"217","111","2024-08-23 14:21:18","2024-08-23 17:38:40","Member","signedOut"
"218","126","2024-08-23 14:40:57","2024-08-23 17:38:42","Member","signedOut"
"219","44","2024-08-23 14:48:06","2024-08-23 17:38:30","Member","signedOut"
"220","35","2024-08-23 14:52:38","2024-08-23 16:02:32","Member","signedOut"
"221","30","2024-08-23 15:00:37","2024-08-23 17:38:07","Member","signedOut"
"222","15","2024-08-23 15:02:28","2024-08-23 17:38:47","Member","signedOut"
"223","15","2024-08-23 15:02:29","2024-08-23 17:38:47","Member","signedOut"
"224","124","2024-08-23 15:33:30","2024-08-23 17:38:41","Member","signedOut"
"225","34","2024-08-23 16:15:41","2024-08-23 17:38:12","Member","signedOut"
"226","34","2024-08-24 10:02:49","2024-08-24 17:02:18","Member","signedOut"
"227","58","2024-08-24 10:03:41","2024-08-26 17:01:57","Member","signedOut"
"228","67","2024-08-24 10:13:37","2024-08-24 17:01:30","Member","signedOut"
"229","30","2024-08-24 10:14:30","2024-08-24 16:59:07","Member","signedOut"
"230","15","2024-08-24 10:14:57","2024-08-24 16:57:04","Member","signedOut"
"231","1","2024-08-26 09:05:06","2024-08-26 18:11:03","Member","signedOut"
"232","4","2024-08-26 09:38:32","2024-08-26 16:26:24","Member","signedOut"
"233","4","2024-08-26 09:38:32","2024-08-26 16:26:24","Member","signedOut"
"234","112","2024-08-26 12:45:10","2024-08-26 18:10:28","Member","signedOut"
"235","112","2024-08-26 12:45:10","2024-08-26 18:10:28","Member","signedOut"
"236","112","2024-08-26 12:45:10","2024-08-26 18:10:28","Member","signedOut"
"237","112","2024-08-26 12:45:10","2024-08-26 18:10:28","Member","signedOut"
"238","112","2024-08-26 12:45:10","2024-08-26 18:10:28","Member","signedOut"
"239","112","2024-08-26 12:45:10","2024-08-26 18:10:28","Member","signedOut"
"240","112","2024-08-26 12:45:10","2024-08-26 18:10:28","Member","signedOut"
"241","112","2024-08-26 12:45:10","2024-08-26 18:10:28","Member","signedOut"
"242","108","2024-08-26 12:45:42","2024-08-26 18:10:30","Member","signedOut"
"243","54","2024-08-26 13:09:10","2024-08-26 18:10:41","Member","signedOut"
"244","20","2024-08-26 13:58:05","2024-08-26 18:10:51","Member","signedOut"
"245","5","2024-08-26 14:25:55","2024-08-26 16:26:25","Member","signedOut"
"246","14","2024-08-26 14:59:18","2024-08-26 18:10:59","Member","signedOut"
"247","98","2024-08-26 15:03:07","2024-08-26 18:10:38","Member","signedOut"
"248","98","2024-08-26 15:03:07","2024-08-26 18:10:38","Member","signedOut"
"249","98","2024-08-26 15:03:08","2024-08-26 18:10:38","Member","signedOut"
"250","21","2024-08-26 15:03:34","2024-08-26 18:10:47","Member","signedOut"
"251","35","2024-08-26 15:11:25","2024-08-26 15:44:22","Member","signedOut"
"252","34","2024-08-26 15:21:07","2024-08-26 16:33:06","Member","signedOut"
"253","44","2024-08-26 15:30:29","2024-08-26 18:10:42","Member","signedOut"
"254","67","2024-08-26 15:33:39","2024-08-26 16:32:57","Member","signedOut"
"255","15","2024-08-26 15:54:16","2024-08-26 18:10:56","Member","signedOut"
"256","30","2024-08-26 16:06:58","2024-08-26 18:10:44","Member","signedOut"
"257","104","2024-08-26 16:07:23","2024-08-26 18:10:35","Member","signedOut"
"258","126","2024-08-26 16:26:19","2024-08-26 18:10:22","Member","signedOut"
"259","1","2024-08-27 09:21:40","2024-08-27 15:26:02","Member","signedOut"
"260","20","2024-08-27 11:52:00","2024-08-27 16:26:43","Member","signedOut"
"261","15","2024-08-27 13:58:17","2024-08-27 16:27:20","Member","signedOut"
"262","15","2024-08-27 13:58:20","2024-08-27 16:27:50","Member","signedOut"
"263","36","2024-08-27 14:20:53","2024-08-27 15:28:20","Member","signedOut"
"264","35","2024-08-27 15:11:20","2024-08-27 16:29:46","Member","signedOut"
"265","27","2024-08-27 15:12:26","2024-08-27 15:30:55","Member","signedOut"
"266","7","2024-08-27 15:33:04","2024-08-27 16:31:42","Member","signedOut"
"267","103","2024-08-27 15:35:06","2024-08-27 16:32:00","Member","signedOut"
"268","13","2024-08-27 15:36:30","2024-08-27 15:32:20","Member","signedOut"
"269","56","2024-08-27 15:36:58","2024-08-27 16:32:49","Member","signedOut"
"270","54","2024-08-27 15:37:25","2024-08-27 17:33:22","Member","signedOut"
"271","54","2024-08-27 15:37:25","2024-08-27 17:33:39","Member","signedOut"
"272","30","2024-08-27 15:44:17","2024-08-27 17:33:55","Member","signedOut"
"273","122","2024-08-27 16:38:50","2024-08-27 17:34:07","Member","signedOut"
"274","104","2024-08-27 16:39:24","2024-08-27 17:34:25","Member","signedOut"
"275","44","2024-09-02 15:39:35","2024-09-02 17:08:04","Member","signedOut"
"276","116","2024-09-02 15:40:08","2024-09-02 17:08:24","Member","signedOut"
"277","58","2024-09-02 15:41:06","2024-09-02 17:08:37","Member","signedOut"
"278","1","2024-09-03 11:11:14","2024-09-03 18:19:06","Member","signedOut"
"279","15","2024-09-03 12:28:16","2024-09-03 14:16:34","Member","signedOut"
"280","27","2024-09-03 14:16:27","2024-09-03 18:19:07","Member","signedOut"
"281","126","2024-09-03 14:41:03","2024-09-03 18:19:10","Member","signedOut"
"282","87","2024-09-03 14:47:13","2024-09-03 18:19:10","Member","signedOut"
"283","6","2024-09-03 15:03:31","2024-09-03 18:19:08","Member","signedOut"
"284","58","2024-09-03 15:16:36","2024-09-03 18:19:10","Member","signedOut"
"285","30","2024-09-03 15:22:05","2024-09-03 17:13:25","Member","signedOut"
"286","34","2024-09-03 15:24:00","2024-09-03 18:19:08","Member","signedOut"
"287","44","2024-09-03 15:25:19","2024-09-03 18:19:09","Member","signedOut"
"288","31","2024-09-03 15:28:19","2024-09-03 17:13:22","Member","signedOut"
"289","31","2024-09-03 15:28:19","2024-09-03 17:13:22","Member","signedOut"
"290","1","2024-09-04 08:51:13",NULL,"Member","signedIn"
